Flight_ID,Date,Day_of_Week,Airline,Origin_Airport,Destination_Airport,Aircraft_Type,Flight_Status,Time_of_Day,Flight_Delay_Mins,Aircraft_Age_Years
2887,11/7/2014,Saturday,JetBlue Airways,ORD,JFK,Airbus A380,Delayed,Evening,3,24
2888,23/10/2012,Saturday,Delta Airlines,ORD,DFW,Airbus A320,On-time,Afternoon,0,3
2889,5/1/2015,Friday,Delta Airlines,EWR,MIA,Embraer E175,On-time,Afternoon,0,9
2890,21/4/2015,Saturday,JetBlue Airways,EWR,LAX,Boeing 737,On-time,Night,0,14
2891,28/3/2012,Sunday,Southwest Airlines,LAX,JFK,Embraer E175,On-time,Night,0,17
2892,9/2/2015,Saturday,American Airlines,JFK,EWR,Airbus A380,On-time,Evening,0,22
2893,14/10/2011,Friday,United Airlines,ORD,DFW,Airbus A380,On-time,Morning,0,27
2894,19/8/2014,Sunday,Delta Airlines,JFK,EWR,Airbus A320,Delayed,Morning,147,26
2895,13/10/2013,Wednesday,Delta Airlines,LAX,JFK,Boeing 737,On-time,Evening,0,23
2896,7/11/2011,Tuesday,United Airlines,DFW,DFW,Airbus A380,On-time,Morning,0,3
2897,27/7/2011,Thursday,American Airlines,ORD,DEN,Boeing 737,On-time,Night,0,6
2898,9/9/2012,Saturday,Delta Airlines,DEN,ATL,Embraer E175,On-time,Evening,0,11
2899,21/3/2012,Sunday,United Airlines,LAX,ORD,Airbus A320,Delayed,Night,28,13
2900,31/10/2012,Tuesday,Delta Airlines,SFO,EWR,Embraer E175,On-time,Evening,0,26
2901,24/9/2012,Friday,Southwest Airlines,MIA,ATL,Airbus A380,On-time,Evening,0,14
2902,24/2/2011,Tuesday,Southwest Airlines,DEN,EWR,Airbus A380,On-time,Morning,0,3
2903,30/6/2013,Thursday,Delta Airlines,ATL,LGA,Boeing 737,Delayed,Afternoon,164,9
2904,1/11/2013,Tuesday,Delta Airlines,ORD,DFW,Airbus A380,On-time,Evening,0,6
2905,18/10/2012,Sunday,Southwest Airlines,ATL,MIA,Boeing 737,Delayed,Morning,36,11
2906,24/11/2014,Tuesday,Delta Airlines,ORD,DFW,Boeing 777,On-time,Evening,0,8
2907,30/7/2015,Tuesday,American Airlines,JFK,DEN,Airbus A380,On-time,Morning,0,20
2908,6/9/2013,Tuesday,American Airlines,LAX,JFK,Embraer E175,On-time,Evening,0,8
2909,29/5/2012,Monday,JetBlue Airways,SFO,LGA,Embraer E175,Delayed,Morning,63,21
2910,7/8/2015,Saturday,American Airlines,LAX,LGA,Boeing 737,Delayed,Evening,121,15
2911,15/4/2015,Friday,Delta Airlines,LGA,EWR,Boeing 777,On-time,Evening,0,15
2912,25/8/2011,Thursday,Delta Airlines,ORD,DFW,Airbus A380,On-time,Evening,0,8
2913,26/7/2014,Friday,United Airlines,LGA,DFW,Airbus A320,On-time,Morning,0,13
2914,14/12/2011,Monday,American Airlines,EWR,DFW,Airbus A320,On-time,Afternoon,0,15
2915,18/9/2012,Monday,Southwest Airlines,DFW,JFK,Embraer E175,On-time,Evening,0,16
2916,1/2/2014,Sunday,Southwest Airlines,LAX,LGA,Airbus A380,On-time,Morning,0,29
2917,21/9/2012,Monday,JetBlue Airways,JFK,DEN,Airbus A320,On-time,Night,0,2
2918,21/3/2015,Saturday,United Airlines,SFO,SFO,Boeing 737,On-time,Morning,0,29
2919,25/6/2014,Monday,Southwest Airlines,ORD,MIA,Airbus A380,Delayed,Morning,102,3
2920,30/12/2011,Tuesday,JetBlue Airways,SFO,DFW,Embraer E175,Delayed,Afternoon,18,16
2921,17/11/2011,Friday,American Airlines,EWR,JFK,Boeing 777,On-time,Night,0,10
2922,15/7/2015,Wednesday,United Airlines,ATL,LAX,Boeing 737,On-time,Night,0,20
2923,13/10/2011,Thursday,United Airlines,SFO,MIA,Boeing 737,On-time,Afternoon,0,1
2924,29/5/2011,Monday,Delta Airlines,ORD,DEN,Airbus A380,On-time,Afternoon,0,5
2925,12/1/2014,Friday,American Airlines,LGA,ATL,Boeing 777,On-time,Evening,0,3
2926,10/2/2012,Sunday,United Airlines,JFK,JFK,Boeing 737,On-time,Evening,0,7
2927,4/9/2013,Monday,JetBlue Airways,SFO,DFW,Boeing 777,Delayed,Morning,47,18
2928,31/3/2012,Saturday,Southwest Airlines,JFK,ORD,Embraer E175,On-time,Morning,0,14
2929,2/11/2015,Monday,American Airlines,ATL,SFO,Boeing 737,On-time,Evening,0,14
2930,10/3/2013,Monday,American Airlines,JFK,LAX,Airbus A320,On-time,Night,0,27
2931,30/3/2014,Monday,United Airlines,ATL,LAX,Embraer E175,On-time,Morning,0,14
2932,9/10/2013,Sunday,United Airlines,ATL,DEN,Embraer E175,On-time,Morning,0,29
2933,22/2/2013,Monday,United Airlines,DFW,LAX,Boeing 737,On-time,Afternoon,0,1
2934,4/4/2012,Thursday,JetBlue Airways,DFW,EWR,Airbus A320,On-time,Evening,0,18
2935,23/4/2015,Friday,Delta Airlines,MIA,DFW,Boeing 777,Delayed,Afternoon,162,3
2936,4/3/2015,Saturday,United Airlines,JFK,ATL,Airbus A320,On-time,Morning,0,26
2937,7/1/2013,Monday,Delta Airlines,SFO,SFO,Embraer E175,On-time,Evening,0,21
2938,23/5/2012,Monday,Delta Airlines,JFK,ATL,Boeing 737,Delayed,Night,35,22
2939,5/8/2015,Monday,American Airlines,ATL,SFO,Airbus A320,On-time,Night,0,24
2940,25/4/2012,Monday,Southwest Airlines,DFW,ORD,Airbus A320,On-time,Afternoon,0,13
2941,14/8/2015,Tuesday,Southwest Airlines,DEN,ORD,Embraer E175,On-time,Evening,0,20
2942,24/4/2011,Tuesday,JetBlue Airways,LGA,ORD,Boeing 777,On-time,Morning,0,15
2943,18/1/2013,Wednesday,JetBlue Airways,JFK,DFW,Airbus A320,On-time,Night,0,20
2944,21/5/2015,Monday,Southwest Airlines,LAX,LAX,Airbus A320,On-time,Night,0,29
2945,27/12/2011,Wednesday,Southwest Airlines,LAX,LAX,Airbus A380,On-time,Night,0,18
2946,7/12/2011,Thursday,American Airlines,MIA,SFO,Embraer E175,On-time,Morning,0,3
2947,8/2/2013,Wednesday,American Airlines,ORD,DFW,Airbus A380,Delayed,Morning,179,19
2948,30/1/2013,Friday,Southwest Airlines,JFK,MIA,Embraer E175,Delayed,Night,100,15
2949,26/8/2013,Tuesday,United Airlines,JFK,ORD,Embraer E175,On-time,Evening,0,18
2950,24/3/2012,Tuesday,United Airlines,EWR,JFK,Airbus A380,On-time,Evening,0,1
2951,14/4/2013,Monday,American Airlines,ATL,DFW,Boeing 777,On-time,Afternoon,0,18
2952,18/4/2014,Monday,Delta Airlines,ORD,ORD,Boeing 777,On-time,Evening,0,5
2953,22/9/2015,Thursday,Southwest Airlines,ATL,LAX,Embraer E175,On-time,Afternoon,0,24
2954,1/12/2014,Saturday,JetBlue Airways,ATL,DEN,Airbus A380,On-time,Afternoon,0,21
2955,17/8/2015,Thursday,United Airlines,SFO,DFW,Airbus A320,On-time,Night,0,12
2956,4/5/2014,Friday,Delta Airlines,LGA,DEN,Embraer E175,On-time,Afternoon,0,19
2957,29/1/2015,Monday,United Airlines,JFK,SFO,Embraer E175,Delayed,Evening,3,23
2958,7/11/2011,Monday,Delta Airlines,ORD,JFK,Boeing 737,On-time,Evening,0,20
2959,19/9/2011,Thursday,Southwest Airlines,SFO,EWR,Boeing 777,On-time,Evening,0,23
2960,13/12/2014,Thursday,Southwest Airlines,DFW,LGA,Airbus A380,On-time,Night,0,24
2961,10/2/2012,Thursday,Southwest Airlines,DEN,EWR,Airbus A320,On-time,Afternoon,0,19
2962,23/5/2011,Tuesday,American Airlines,ATL,LGA,Airbus A320,Delayed,Morning,177,26
2963,8/12/2011,Wednesday,Delta Airlines,MIA,ORD,Embraer E175,On-time,Afternoon,0,1
2964,1/9/2014,Wednesday,JetBlue Airways,LAX,SFO,Airbus A320,On-time,Afternoon,0,24
2965,29/1/2014,Monday,JetBlue Airways,ORD,LGA,Airbus A320,On-time,Night,0,22
2966,1/9/2011,Tuesday,Southwest Airlines,EWR,LAX,Embraer E175,On-time,Afternoon,0,3
2967,4/5/2012,Thursday,JetBlue Airways,JFK,ATL,Boeing 777,On-time,Evening,0,25
2968,12/1/2011,Monday,United Airlines,LAX,ATL,Boeing 737,Delayed,Afternoon,85,1
2969,16/6/2014,Tuesday,Delta Airlines,SFO,JFK,Boeing 777,On-time,Night,0,24
2970,14/7/2012,Friday,Delta Airlines,LAX,ORD,Boeing 777,On-time,Afternoon,0,25
2971,11/2/2011,Saturday,Delta Airlines,JFK,ATL,Boeing 737,On-time,Night,0,26
2972,8/11/2012,Tuesday,United Airlines,LAX,ORD,Embraer E175,On-time,Night,0,17
2973,16/8/2012,Sunday,American Airlines,DFW,LAX,Boeing 777,Delayed,Night,160,9
2974,23/12/2014,Monday,United Airlines,EWR,ORD,Airbus A380,On-time,Afternoon,0,5
2975,27/3/2014,Wednesday,Delta Airlines,MIA,SFO,Airbus A380,Delayed,Morning,106,5
2976,24/5/2014,Sunday,Delta Airlines,ORD,JFK,Boeing 737,On-time,Night,0,11
2977,21/8/2015,Thursday,Delta Airlines,JFK,ORD,Airbus A380,On-time,Night,0,21
2978,25/1/2015,Saturday,JetBlue Airways,LAX,JFK,Embraer E175,On-time,Evening,0,27
2979,14/5/2011,Friday,American Airlines,EWR,DFW,Airbus A320,On-time,Night,0,17
2980,26/12/2013,Saturday,United Airlines,JFK,LAX,Embraer E175,On-time,Afternoon,0,16
2981,27/10/2013,Saturday,Delta Airlines,EWR,ORD,Boeing 737,On-time,Afternoon,0,5
2982,5/8/2013,Tuesday,Southwest Airlines,LAX,DFW,Airbus A320,On-time,Morning,0,12
2983,30/3/2015,Monday,American Airlines,ATL,ATL,Airbus A380,On-time,Evening,0,14
2984,14/3/2011,Monday,Southwest Airlines,ORD,SFO,Boeing 777,On-time,Night,0,10
2985,3/2/2012,Saturday,American Airlines,LGA,DEN,Airbus A380,On-time,Afternoon,0,13
2986,29/11/2014,Thursday,Delta Airlines,LGA,EWR,Embraer E175,Delayed,Evening,128,15
2987,26/8/2015,Monday,American Airlines,ORD,JFK,Embraer E175,Delayed,Afternoon,76,26
2988,31/7/2012,Saturday,American Airlines,ATL,MIA,Boeing 737,Delayed,Night,48,6
2989,8/5/2013,Monday,Delta Airlines,JFK,DEN,Boeing 777,On-time,Afternoon,0,5
2990,10/5/2011,Thursday,Southwest Airlines,EWR,LAX,Boeing 777,On-time,Evening,0,16
2991,19/7/2013,Friday,Southwest Airlines,ATL,DFW,Airbus A320,On-time,Morning,0,6
2992,29/1/2015,Sunday,JetBlue Airways,LGA,LAX,Airbus A320,Delayed,Night,91,29
2993,14/5/2014,Saturday,Southwest Airlines,JFK,DFW,Embraer E175,On-time,Afternoon,0,28
2994,17/12/2015,Wednesday,Southwest Airlines,SFO,JFK,Boeing 737,On-time,Evening,0,25
2995,27/11/2015,Wednesday,American Airlines,ATL,JFK,Embraer E175,Delayed,Afternoon,93,23
2996,23/9/2011,Saturday,JetBlue Airways,LGA,LGA,Boeing 777,Delayed,Afternoon,141,11
2997,10/4/2015,Tuesday,Delta Airlines,MIA,ATL,Boeing 777,On-time,Morning,0,29
2998,3/3/2013,Friday,Delta Airlines,LAX,MIA,Embraer E175,On-time,Morning,0,21
2999,10/9/2011,Tuesday,United Airlines,EWR,ORD,Boeing 777,On-time,Night,0,26
3000,1/4/2013,Sunday,JetBlue Airways,DFW,LGA,Airbus A320,Delayed,Night,14,9
3001,5/8/2014,Wednesday,American Airlines,JFK,JFK,Boeing 777,On-time,Night,0,21
3002,13/6/2011,Thursday,United Airlines,MIA,SFO,Airbus A320,Delayed,Night,135,5
3003,5/4/2011,Saturday,United Airlines,LAX,DFW,Airbus A380,Delayed,Evening,121,11
3004,11/12/2015,Sunday,Delta Airlines,DFW,DEN,Boeing 737,Delayed,Night,10,6
3005,12/4/2013,Monday,Southwest Airlines,MIA,ORD,Boeing 737,Delayed,Night,150,24
3006,7/2/2014,Wednesday,American Airlines,ATL,SFO,Boeing 777,Delayed,Afternoon,172,17
3007,2/12/2011,Friday,JetBlue Airways,LAX,DEN,Boeing 737,On-time,Afternoon,0,9
3008,1/4/2013,Wednesday,United Airlines,LAX,LAX,Airbus A380,On-time,Evening,0,8
3009,26/8/2011,Friday,American Airlines,LGA,ATL,Boeing 777,Delayed,Afternoon,154,7
3010,16/1/2012,Friday,Delta Airlines,DEN,LGA,Airbus A320,On-time,Afternoon,0,5
3011,30/12/2014,Saturday,United Airlines,LAX,JFK,Airbus A380,On-time,Evening,0,17
3012,17/6/2013,Friday,United Airlines,LGA,ORD,Airbus A380,On-time,Morning,0,23
3013,27/4/2012,Tuesday,Delta Airlines,SFO,EWR,Boeing 737,On-time,Afternoon,0,9
3014,20/6/2013,Sunday,Delta Airlines,MIA,LAX,Airbus A320,On-time,Morning,0,19
3015,14/11/2013,Thursday,Delta Airlines,DFW,JFK,Embraer E175,On-time,Morning,0,12
3016,4/8/2015,Wednesday,American Airlines,EWR,ORD,Airbus A380,On-time,Morning,0,8
3017,14/2/2014,Thursday,American Airlines,DFW,DEN,Boeing 737,On-time,Evening,0,16
3018,26/4/2012,Sunday,American Airlines,JFK,MIA,Airbus A380,Delayed,Night,64,14
3019,16/11/2014,Monday,Southwest Airlines,JFK,LAX,Airbus A320,On-time,Evening,0,14
3020,5/7/2013,Sunday,United Airlines,LAX,MIA,Airbus A320,On-time,Evening,0,19
3021,20/9/2013,Wednesday,American Airlines,LAX,DEN,Boeing 777,On-time,Night,0,28
3022,21/8/2013,Thursday,Southwest Airlines,LAX,MIA,Embraer E175,Delayed,Morning,151,3
3023,20/6/2012,Thursday,United Airlines,SFO,EWR,Embraer E175,On-time,Night,0,7
3024,7/1/2014,Saturday,American Airlines,ORD,DFW,Boeing 737,On-time,Morning,0,6
3025,23/5/2015,Saturday,Delta Airlines,EWR,EWR,Embraer E175,On-time,Night,0,5
3026,11/4/2014,Sunday,JetBlue Airways,ORD,ORD,Airbus A320,On-time,Morning,0,16
3027,1/11/2013,Sunday,American Airlines,LGA,LAX,Embraer E175,On-time,Afternoon,0,11
3028,29/12/2015,Monday,JetBlue Airways,LGA,ORD,Boeing 737,Delayed,Morning,118,23
3029,8/5/2011,Friday,American Airlines,DFW,DFW,Airbus A380,On-time,Night,0,25
3030,20/6/2015,Wednesday,Delta Airlines,EWR,DEN,Embraer E175,On-time,Afternoon,0,1
3031,2/4/2011,Saturday,JetBlue Airways,DFW,ORD,Embraer E175,On-time,Morning,0,10
3032,4/8/2015,Wednesday,Southwest Airlines,EWR,LAX,Airbus A320,On-time,Afternoon,0,29
3033,26/6/2012,Monday,Delta Airlines,LGA,SFO,Airbus A320,On-time,Afternoon,0,17
3034,25/4/2013,Saturday,JetBlue Airways,LAX,DFW,Airbus A380,On-time,Evening,0,21
3035,5/4/2015,Saturday,JetBlue Airways,LAX,SFO,Boeing 777,Delayed,Night,18,24
3036,9/8/2015,Friday,Delta Airlines,EWR,EWR,Embraer E175,On-time,Evening,0,23
3037,15/9/2013,Wednesday,Delta Airlines,SFO,ATL,Airbus A320,Delayed,Night,39,7
3038,22/3/2012,Wednesday,Delta Airlines,ORD,JFK,Boeing 777,On-time,Morning,0,3
3039,25/1/2012,Wednesday,United Airlines,ATL,DEN,Embraer E175,On-time,Evening,0,25
3040,2/11/2012,Friday,Southwest Airlines,ORD,JFK,Embraer E175,On-time,Afternoon,0,5
3041,12/2/2011,Saturday,American Airlines,DEN,JFK,Boeing 777,On-time,Evening,0,27
3042,11/9/2011,Monday,JetBlue Airways,ATL,DFW,Airbus A320,Delayed,Evening,100,12
3043,27/2/2014,Wednesday,American Airlines,LAX,DEN,Airbus A380,On-time,Afternoon,0,10
3044,19/12/2013,Thursday,Delta Airlines,DFW,EWR,Embraer E175,On-time,Night,0,3
3045,24/10/2012,Friday,Southwest Airlines,ATL,LGA,Boeing 737,Delayed,Morning,4,16
3046,11/4/2012,Tuesday,Southwest Airlines,LAX,DFW,Boeing 737,On-time,Morning,0,6
3047,14/10/2011,Monday,United Airlines,ATL,MIA,Boeing 737,On-time,Afternoon,0,16
3048,7/10/2013,Thursday,Delta Airlines,LAX,ATL,Airbus A380,On-time,Night,0,24
3049,21/3/2015,Wednesday,JetBlue Airways,DEN,JFK,Embraer E175,On-time,Night,0,8
3050,30/1/2015,Tuesday,United Airlines,DEN,LGA,Airbus A320,On-time,Evening,0,20
3051,16/2/2013,Monday,Delta Airlines,JFK,EWR,Airbus A320,Delayed,Morning,77,29
3052,11/12/2011,Friday,United Airlines,EWR,ORD,Airbus A380,On-time,Night,0,20
3053,3/10/2012,Tuesday,American Airlines,LAX,JFK,Embraer E175,On-time,Afternoon,0,9
3054,17/1/2012,Saturday,Delta Airlines,LGA,DEN,Boeing 777,On-time,Morning,0,13
3055,8/12/2015,Sunday,JetBlue Airways,ATL,LGA,Boeing 777,On-time,Afternoon,0,26
3056,20/11/2012,Tuesday,JetBlue Airways,DEN,ATL,Embraer E175,Delayed,Night,178,2
3057,30/6/2014,Sunday,Delta Airlines,LGA,DEN,Embraer E175,On-time,Evening,0,29
3058,15/12/2013,Thursday,United Airlines,SFO,ATL,Airbus A320,Delayed,Morning,62,9
3059,26/1/2015,Monday,Southwest Airlines,DFW,DEN,Airbus A380,On-time,Night,0,29
3060,1/4/2012,Thursday,Delta Airlines,ORD,ORD,Airbus A380,On-time,Night,0,13
3061,9/9/2013,Thursday,JetBlue Airways,DEN,DFW,Airbus A320,On-time,Afternoon,0,14
3062,24/3/2011,Wednesday,American Airlines,LGA,DEN,Boeing 737,Delayed,Morning,113,24
3063,27/1/2014,Friday,JetBlue Airways,ATL,EWR,Boeing 777,On-time,Night,0,13
3064,29/5/2011,Tuesday,Southwest Airlines,LAX,ATL,Embraer E175,Delayed,Evening,96,19
3065,14/9/2014,Monday,JetBlue Airways,DEN,MIA,Boeing 777,On-time,Morning,0,16
3066,25/3/2014,Saturday,Southwest Airlines,JFK,DFW,Boeing 777,On-time,Afternoon,0,18
3067,9/7/2011,Friday,Delta Airlines,EWR,SFO,Airbus A380,On-time,Evening,0,16
3068,26/2/2015,Friday,JetBlue Airways,MIA,ORD,Airbus A320,On-time,Night,0,2
3069,1/6/2013,Monday,United Airlines,DEN,MIA,Boeing 737,On-time,Night,0,1
3070,20/9/2011,Friday,United Airlines,ATL,JFK,Boeing 737,On-time,Night,0,10
3071,8/1/2014,Wednesday,JetBlue Airways,LAX,DEN,Airbus A320,On-time,Night,0,25
3072,4/2/2012,Friday,JetBlue Airways,ORD,ORD,Boeing 777,On-time,Afternoon,0,14
3073,2/2/2013,Wednesday,American Airlines,ATL,JFK,Airbus A320,On-time,Evening,0,17
3074,31/8/2012,Tuesday,JetBlue Airways,EWR,LAX,Airbus A320,On-time,Morning,0,18
3075,7/7/2014,Tuesday,American Airlines,ATL,ORD,Embraer E175,On-time,Night,0,7
3076,1/12/2015,Thursday,American Airlines,LAX,MIA,Embraer E175,On-time,Evening,0,21
3077,27/6/2015,Wednesday,American Airlines,JFK,JFK,Boeing 777,On-time,Evening,0,29
3078,25/4/2015,Saturday,American Airlines,JFK,MIA,Airbus A380,On-time,Evening,0,27
3079,23/2/2013,Tuesday,Delta Airlines,DFW,ATL,Boeing 737,On-time,Evening,0,17
3080,11/4/2011,Friday,United Airlines,LAX,EWR,Embraer E175,On-time,Afternoon,0,4
3081,14/10/2014,Monday,American Airlines,JFK,DFW,Boeing 777,On-time,Evening,0,12
3082,4/11/2014,Monday,United Airlines,ORD,DEN,Airbus A320,Delayed,Afternoon,150,22
3083,30/3/2013,Sunday,American Airlines,JFK,EWR,Embraer E175,Delayed,Afternoon,46,8
3084,29/5/2014,Wednesday,United Airlines,DEN,MIA,Airbus A320,Delayed,Night,78,2
3085,30/3/2013,Saturday,JetBlue Airways,SFO,EWR,Airbus A320,On-time,Morning,0,26
3086,24/2/2012,Thursday,JetBlue Airways,EWR,EWR,Embraer E175,On-time,Morning,0,28
3087,4/5/2011,Friday,United Airlines,DFW,ORD,Boeing 777,Delayed,Evening,172,19
3088,26/2/2012,Wednesday,American Airlines,ATL,ORD,Boeing 737,On-time,Evening,0,14
3089,8/6/2014,Sunday,Delta Airlines,EWR,EWR,Boeing 777,On-time,Morning,0,23
3090,10/9/2015,Monday,United Airlines,ATL,ORD,Airbus A380,On-time,Morning,0,17
3091,22/12/2013,Wednesday,Southwest Airlines,MIA,SFO,Airbus A380,On-time,Afternoon,0,23
3092,17/2/2015,Friday,Delta Airlines,DFW,DEN,Boeing 737,Delayed,Evening,18,17
3093,10/7/2015,Saturday,Southwest Airlines,DFW,DFW,Airbus A380,Delayed,Morning,145,8
3094,23/9/2015,Saturday,United Airlines,SFO,DFW,Airbus A320,On-time,Morning,0,6
3095,17/5/2015,Tuesday,American Airlines,DEN,DEN,Airbus A380,On-time,Afternoon,0,10
3096,6/2/2013,Friday,Southwest Airlines,LAX,DFW,Embraer E175,On-time,Night,0,7
3097,27/4/2012,Sunday,United Airlines,ATL,EWR,Airbus A320,On-time,Afternoon,0,2
3098,2/6/2012,Tuesday,Delta Airlines,ATL,DEN,Boeing 777,On-time,Morning,0,15
3099,4/6/2011,Tuesday,American Airlines,MIA,DEN,Boeing 737,Delayed,Evening,84,22
3100,2/4/2011,Tuesday,Southwest Airlines,LGA,JFK,Embraer E175,Delayed,Night,148,5
3101,8/9/2013,Wednesday,United Airlines,DFW,MIA,Embraer E175,On-time,Afternoon,0,3
3102,30/3/2015,Sunday,American Airlines,DFW,ATL,Boeing 737,Delayed,Night,172,9
3103,30/3/2012,Monday,American Airlines,SFO,ATL,Airbus A380,On-time,Night,0,5
3104,31/10/2015,Saturday,JetBlue Airways,SFO,JFK,Boeing 737,Delayed,Afternoon,21,24
3105,20/8/2012,Wednesday,American Airlines,LAX,ORD,Boeing 737,On-time,Evening,0,20
3106,27/7/2015,Monday,United Airlines,ATL,ORD,Airbus A380,Delayed,Morning,167,29
3107,24/5/2012,Saturday,Delta Airlines,DFW,LAX,Boeing 777,On-time,Morning,0,6
3108,21/4/2014,Sunday,JetBlue Airways,MIA,ORD,Boeing 737,Delayed,Evening,18,4
3109,21/1/2012,Sunday,United Airlines,DFW,ORD,Airbus A380,Delayed,Night,146,4
3110,17/5/2015,Friday,United Airlines,MIA,JFK,Embraer E175,On-time,Evening,0,25
3111,21/10/2015,Saturday,United Airlines,DEN,ATL,Boeing 737,On-time,Night,0,21
3112,9/2/2012,Saturday,Southwest Airlines,DEN,LGA,Boeing 737,Delayed,Afternoon,113,17
3113,3/9/2011,Sunday,Southwest Airlines,LGA,DFW,Boeing 777,On-time,Night,0,15
3114,11/1/2013,Saturday,Delta Airlines,SFO,SFO,Boeing 777,On-time,Morning,0,27
3115,3/6/2015,Thursday,United Airlines,LAX,SFO,Embraer E175,On-time,Morning,0,7
3116,22/10/2012,Friday,Southwest Airlines,JFK,SFO,Boeing 777,Delayed,Night,0,19
3117,11/10/2012,Wednesday,Southwest Airlines,JFK,DFW,Embraer E175,Delayed,Morning,27,11
3118,3/2/2015,Wednesday,Southwest Airlines,ATL,DFW,Boeing 737,Delayed,Evening,59,3
3119,17/12/2014,Monday,Delta Airlines,DFW,JFK,Airbus A380,On-time,Night,0,28
3120,19/6/2013,Wednesday,Delta Airlines,ATL,ORD,Boeing 777,Delayed,Evening,145,15
3121,6/3/2011,Tuesday,United Airlines,EWR,ATL,Embraer E175,On-time,Morning,0,22
3122,2/11/2013,Saturday,JetBlue Airways,DFW,DEN,Boeing 777,Delayed,Evening,24,19
3123,1/8/2011,Wednesday,United Airlines,JFK,DEN,Boeing 777,Delayed,Night,165,17
3124,30/8/2011,Monday,Southwest Airlines,JFK,LAX,Airbus A320,On-time,Evening,0,6
3125,7/5/2012,Monday,Southwest Airlines,LGA,JFK,Boeing 737,On-time,Evening,0,23
3126,21/5/2014,Tuesday,American Airlines,JFK,ORD,Boeing 777,On-time,Morning,0,5
3127,13/9/2015,Monday,United Airlines,SFO,MIA,Airbus A380,On-time,Morning,0,13
3128,4/12/2011,Sunday,Southwest Airlines,LAX,JFK,Airbus A320,Delayed,Night,94,17
3129,22/6/2011,Thursday,Southwest Airlines,DFW,ATL,Embraer E175,On-time,Night,0,2
3130,2/11/2012,Sunday,JetBlue Airways,ATL,ATL,Embraer E175,On-time,Morning,0,18
3131,13/6/2011,Saturday,American Airlines,DFW,EWR,Airbus A380,On-time,Afternoon,0,10
3132,9/4/2012,Saturday,United Airlines,DFW,ATL,Airbus A380,On-time,Morning,0,24
3133,21/9/2013,Saturday,Delta Airlines,JFK,ORD,Boeing 737,On-time,Afternoon,0,8
3134,11/5/2012,Friday,United Airlines,JFK,ATL,Airbus A380,On-time,Evening,0,8
3135,30/11/2012,Wednesday,United Airlines,EWR,JFK,Embraer E175,On-time,Night,0,18
3136,30/1/2012,Thursday,JetBlue Airways,MIA,DFW,Boeing 737,Delayed,Evening,89,12
3137,3/12/2012,Wednesday,United Airlines,LGA,EWR,Airbus A380,Delayed,Evening,23,28
3138,4/11/2011,Thursday,JetBlue Airways,DFW,DFW,Airbus A380,On-time,Morning,0,21
3139,27/11/2015,Wednesday,JetBlue Airways,EWR,ATL,Embraer E175,On-time,Night,0,5
3140,2/7/2011,Tuesday,Southwest Airlines,DFW,EWR,Boeing 737,On-time,Afternoon,0,4
3141,20/9/2012,Sunday,Delta Airlines,SFO,ORD,Airbus A320,On-time,Morning,0,24
3142,23/12/2015,Monday,JetBlue Airways,JFK,JFK,Airbus A320,On-time,Morning,0,24
3143,24/5/2012,Monday,American Airlines,EWR,ORD,Boeing 737,Delayed,Evening,157,28
3144,28/9/2015,Sunday,American Airlines,ORD,LAX,Airbus A380,On-time,Afternoon,0,13
3145,29/6/2012,Tuesday,Delta Airlines,SFO,LAX,Airbus A380,On-time,Morning,0,25
3146,7/5/2015,Thursday,JetBlue Airways,ATL,ATL,Boeing 737,On-time,Night,0,4
3147,15/9/2012,Sunday,Delta Airlines,EWR,SFO,Airbus A320,On-time,Afternoon,0,1
3148,23/11/2015,Friday,Southwest Airlines,DEN,JFK,Boeing 777,On-time,Morning,0,11
3149,16/8/2012,Thursday,American Airlines,ATL,EWR,Embraer E175,On-time,Evening,0,9
3150,13/1/2013,Monday,United Airlines,ORD,LAX,Boeing 737,On-time,Morning,0,17
3151,4/6/2014,Friday,American Airlines,LGA,LGA,Boeing 777,On-time,Afternoon,0,20
3152,4/11/2015,Wednesday,JetBlue Airways,LAX,SFO,Embraer E175,On-time,Evening,0,11
3153,23/10/2015,Friday,Delta Airlines,JFK,DFW,Boeing 777,On-time,Morning,0,10
3154,30/12/2014,Thursday,American Airlines,LAX,JFK,Boeing 777,On-time,Afternoon,0,17
3155,16/12/2014,Tuesday,United Airlines,JFK,SFO,Embraer E175,Delayed,Afternoon,106,3
3156,7/7/2012,Wednesday,United Airlines,LAX,ORD,Boeing 777,Delayed,Evening,39,19
3157,21/1/2011,Thursday,Delta Airlines,LGA,LGA,Airbus A320,On-time,Evening,0,23
3158,7/7/2012,Wednesday,Delta Airlines,ORD,JFK,Boeing 737,On-time,Night,0,28
3159,1/2/2012,Friday,American Airlines,ORD,ORD,Airbus A320,Delayed,Night,61,3
3160,16/9/2012,Monday,JetBlue Airways,DEN,DFW,Airbus A320,On-time,Morning,0,6
3161,15/4/2011,Thursday,Southwest Airlines,SFO,MIA,Embraer E175,On-time,Night,0,26
3162,11/7/2011,Tuesday,United Airlines,DEN,ORD,Embraer E175,On-time,Night,0,20
3163,17/1/2011,Sunday,Delta Airlines,JFK,DFW,Embraer E175,On-time,Evening,0,6
3164,17/2/2014,Friday,Southwest Airlines,EWR,ORD,Boeing 777,On-time,Morning,0,25
